Make,Type,Year,Origin,Options,Gear_Type,Mileage,Region,Price
Nissan,Land Cruiser Pickup,2016,Saudi,Full,Automatic,44000,Riyadh,95000
Toyota,Land Cruiser,2019,Saudi,Full,Automatic,60000,Riyadh,240000
Lexus,LX,2020,Gulf Arabic,Full,Automatic,455000,Riyadh,455000
Ford,F150,2017,Other,Full,Automatic,140000,Riyadh,145000
Toyota,Hilux,2016,Gulf Arabic,Full,Manual,388000,Riyadh,55000
Toyota,Land Cruiser,2019,Saudi,Full,Automatic,35000,Hafar Al-Batin,0
Subaru,Forester,2010,Saudi,Standard,Automatic,113000,Dammam,18500
Toyota,Land Cruiser,2021,Gulf Arabic,Semi Full,Automatic,3500,Riyadh,0
Mazda,CX5,2020,Saudi,Full,Automatic,35000,Riyadh,0
Ford,Taurus,2015,Saudi,Semi Full,Automatic,199,Riyadh,0
Zhengzhou,Pick up,2020,Saudi,Semi Full,Manual,13800,Sabya,35000
Toyota,Ciocca,2009,Saudi,Semi Full,Automatic,275000,Makkah,55000
Mercedes,ML,2010,Saudi,Full,Automatic,104000,Makkah,0
Toyota,Land Cruiser,1997,Gulf Arabic,Full,Automatic,30000,Besha,0
Renault,Duster,2018,Saudi,Standard,Automatic,53811,Riyadh,29500
Nissan,Sunny,2019,Saudi,Standard,Automatic,93049,Riyadh,29500
Nissan,Sunny,2019,Saudi,Standard,Automatic,87042,Riyadh,29500
Nissan,Sunny,2019,Saudi,Standard,Automatic,85093,Riyadh,29500
Land Rover,Range Rover,2015,Gulf Arabic,Full,Automatic,140000,Riyadh,260000
BMW,The 4,2015,Gulf Arabic,Full,Automatic,122000,Riyadh,110000
Lexus,GS,2017,Gulf Arabic,Full,Automatic,78000,Riyadh,170000
Mitsubishi,Pajero,2018,Gulf Arabic,Full,Automatic,56525,Riyadh,78000
Hyundai,Sonata,2016,Gulf Arabic,Full,Automatic,76000,Riyadh,68000
Mercedes,C,2016,Gulf Arabic,Full,Automatic,119000,Riyadh,130000
Chrysler,C300,2018,Gulf Arabic,Full,Automatic,49000,Riyadh,135000
Land Rover,Range Rover,2016,Gulf Arabic,Full,Automatic,110000,Riyadh,255000
Land Rover,Range Rover,2016,Gulf Arabic,Full,Automatic,132000,Riyadh,235000
MINI,Copper,2016,Gulf Arabic,Full,Automatic,42000,Riyadh,95000
Chevrolet,Impala,2019,Gulf Arabic,Semi Full,Automatic,84000,Riyadh,77000
Toyota,Avalon,2017,Gulf Arabic,Full,Automatic,53000,Riyadh,118000
Nissan,Patrol,2019,Saudi,Full,Automatic,43000,Riyadh,225000
GMC,Acadia,2016,Saudi,Semi Full,Automatic,106000,Riyadh,75000
GMC,Sierra,2020,Gulf Arabic,Full,Automatic,32000,Riyadh,158000
Land Rover,Range Rover,2020,Gulf Arabic,Full,Automatic,36000,Riyadh,540000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,95000,Riyadh,141000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,39000,Riyadh,160000
Honda,City,2016,Saudi,Full,Automatic,51000,Riyadh,41000
Land Rover,Range Rover,2019,Other,Full,Automatic,28000,Riyadh,450000
Lexus,LX,2018,Other,Full,Automatic,107000,Riyadh,365000
Mitsubishi,Pajero,2018,Gulf Arabic,Full,Automatic,56000,Riyadh,76000
Chevrolet,Tahoe,2017,Gulf Arabic,Full,Automatic,73000,Riyadh,142000
Toyota,Prado,2017,Gulf Arabic,Full,Automatic,39000,Riyadh,151000
Kia,Cadenza,2019,Gulf Arabic,Semi Full,Manual,72000,Riyadh,88000
Ford,Echo Sport,2020,Gulf Arabic,Semi Full,Automatic,2700,Riyadh,55000
Chevrolet,Tahoe,2017,Saudi,Standard,Automatic,136000,Qassim,0
Nissan,Sunny,2019,Saudi,Standard,Automatic,123291,Riyadh,29500
Renault,Duster,2018,Saudi,Standard,Automatic,117719,Riyadh,29500
Ford,Vego,2019,Saudi,Standard,Automatic,51717,Jeddah,29500
Ford,Vego,2019,Saudi,Standard,Automatic,26323,Jeddah,29500
Mercedes,CLA,2017,Saudi,Full,Automatic,103000,Riyadh,110000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,75000,Riyadh,125000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,24000,Riyadh,160000
MINI,Copper,2018,Saudi,Full,Automatic,27000,Riyadh,0
Chevrolet,Tahoe,2017,Gulf Arabic,Full,Automatic,55000,Riyadh,168000
Land Rover,Range Rover,2018,Saudi,Full,Automatic,26000,Riyadh,170000
BMW,The 5,2016,Gulf Arabic,Full,Automatic,105000,Riyadh,85000
Toyota,Camry,2016,Gulf Arabic,Semi Full,Automatic,83000,Riyadh,72000
Hyundai,Sonata,2019,Gulf Arabic,Standard,Automatic,35000,Riyadh,64000
Land Rover,Range Rover,2016,Gulf Arabic,Full,Automatic,125000,Riyadh,245000
Chevrolet,Silverado,2017,Gulf Arabic,Full,Automatic,110000,Riyadh,107000
Hyundai,Senta fe,2016,Gulf Arabic,Semi Full,Automatic,12000,Riyadh,79000
Chevrolet,Tahoe,2016,Saudi,Semi Full,Automatic,197000,Riyadh,92000
Jeep,Cherokee,2016,Gulf Arabic,Full,Automatic,81000,Riyadh,88000
Toyota,Camry,2018,Gulf Arabic,Full,Automatic,42000,Riyadh,95000
Land Rover,Range Rover,2016,Gulf Arabic,Full,Automatic,120000,Riyadh,235000
Nissan,Altima,2018,Gulf Arabic,Semi Full,Automatic,48000,Riyadh,68000
BMW,X,2016,Gulf Arabic,Full,Automatic,130000,Riyadh,160000
Nissan,Patrol,2015,Saudi,Semi Full,Automatic,134000,Riyadh,135000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,100000,Riyadh,115000
MINI,Copper,2018,Saudi,Full,Manual,59000,Riyadh,85000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,85000,Riyadh,141000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,75000,Riyadh,141000
Chevrolet,Impala,2019,Gulf Arabic,Standard,Automatic,85000,Riyadh,68500
Lincoln,Navigator,2008,Gulf Arabic,Full,Automatic,532000,Khobar,35000
Toyota,FJ,2020,Saudi,Standard,Automatic,46000,Riyadh,135000
Hyundai,Accent,2018,Saudi,Standard,Automatic,106818,Riyadh,29500
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,103461,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,110448,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,143021,Riyadh,30000
Chevrolet,Suburban,2018,Gulf Arabic,Full,Automatic,48000,Riyadh,163000
Chevrolet,Impala,2019,Gulf Arabic,Semi Full,Automatic,85000,Riyadh,73000
Honda,Odyssey,2016,Gulf Arabic,Full,Automatic,80000,Riyadh,72000
Nissan,Altima,2019,Gulf Arabic,Full,Automatic,1000,Riyadh,115000
Genesis,G80,2017,Gulf Arabic,Full,Automatic,66000,Riyadh,119000
Mercedes,S,2015,Gulf Arabic,Full,Automatic,53000,Riyadh,260000
Mercedes,C,2017,Gulf Arabic,Full,Automatic,120000,Riyadh,143000
Toyota,Land Cruiser Pickup,1999,Gulf Arabic,Full,Manual,500000,Riyadh,0
Mercedes,E,2016,Gulf Arabic,Full,Automatic,120000,Riyadh,135000
Land Rover,Range Rover,2016,Gulf Arabic,Full,Automatic,58000,Riyadh,250000
Lexus,RX,2017,Gulf Arabic,Full,Automatic,59000,Riyadh,188000
Hyundai,Sonata,2019,Gulf Arabic,Semi Full,Automatic,28000,Riyadh,68000
Mercedes,S,2019,Gulf Arabic,Full,Automatic,6000,Riyadh,470000
Hyundai,Senta fe,2015,Gulf Arabic,Full,Automatic,350000,Riyadh,52000
Lexus,LX,2015,Saudi,Full,Automatic,94000,Riyadh,238000
Chevrolet,Tahoe,2010,Saudi,Full,Automatic,292000,Riyadh,55000
Chevrolet,Suburban,2018,Gulf Arabic,Semi Full,Automatic,58000,Riyadh,170000
Kia,Optima,2018,Gulf Arabic,Standard,Automatic,48000,Riyadh,67000
Jeep,Wrangler,2017,Gulf Arabic,Full,Automatic,42000,Riyadh,110000
Mercedes,CLA,2019,Gulf Arabic,Full,Automatic,28000,Riyadh,149000
GMC,Yukon,2016,Gulf Arabic,Standard,Automatic,88000,Riyadh,141000
Ford,Expedition,2016,Gulf Arabic,Full,Automatic,81000,Riyadh,88000
Hyundai,Sonata,2016,Gulf Arabic,Full,Automatic,38000,Riyadh,63000
Lexus,ES,2015,Gulf Arabic,Semi Full,Automatic,104000,Riyadh,105000
Mercedes,G,2015,Saudi,Full,Automatic,213000,Riyadh,240000
Chevrolet,Impala,2014,Saudi,Semi Full,Automatic,189000,Dammam,40000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,173700,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,207135,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,114250,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,197990,Riyadh,30000
Cadillac,XT5,2017,Gulf Arabic,Full,Automatic,91000,Riyadh,130000
Jeep,Wrangler,2018,Gulf Arabic,Standard,Manual,40000,Riyadh,115000
GMC,Acadia,2016,Saudi,Semi Full,Automatic,148000,Riyadh,70000
GMC,Yukon,2016,Gulf Arabic,Full,Automatic,55000,Riyadh,175000
Chevrolet,Cruze,2016,Gulf Arabic,Semi Full,Automatic,52000,Riyadh,45000
Mercedes,GLC,2018,Gulf Arabic,Full,Automatic,51000,Riyadh,185000
Kia,Optima,2015,Gulf Arabic,Full,Automatic,79680,Riyadh,49000
Kia,Cadenza,2018,Gulf Arabic,Full,Automatic,69000,Riyadh,95000
GMC,Yukon,2016,Gulf Arabic,Full,Automatic,61000,Riyadh,165000
GMC,Sierra,2011,Saudi,Standard,Automatic,231000,Riyadh,45000
Ford,Explorer,2016,Gulf Arabic,Full,Automatic,53000,Riyadh,113000
GMC,Sierra,2020,Gulf Arabic,Full,Automatic,37000,Riyadh,159000
Lexus,ES,2016,Gulf Arabic,Semi Full,Automatic,92000,Riyadh,115000
Toyota,Land Cruiser,2016,Gulf Arabic,Full,Automatic,42000,Riyadh,138000
Mercedes,C,2015,Gulf Arabic,Full,Automatic,54000,Riyadh,120000
Chevrolet,Tahoe,2016,Saudi,Full,Automatic,146000,Riyadh,118000
Land Rover,Range Rover,2016,Gulf Arabic,Full,Automatic,102000,Riyadh,252000
Toyota,Camry,2007,Other,Full,Manual,450000,Riyadh,11000
Nissan,Navara,2015,Saudi,Full,Manual,83000,Jeddah,45000
Toyota,Furniture,2013,Saudi,Standard,Automatic,350000,Riyadh,50000
Lexus,LX,2018,Saudi,Full,Automatic,94800,Riyadh,370000
Lexus,ES,2019,Saudi,Semi Full,Automatic,90000,Riyadh,0
Volkswagen,Touareg,2012,Saudi,Full,Automatic,249000,Riyadh,0
Daihatsu,Gran Max,2014,Saudi,Standard,Manual,254000,Riyadh,25000
Toyota,Corolla,2020,Saudi,Standard,Automatic,16479,Riyadh,56000
Nissan,Land Cruiser Pickup,2013,Gulf Arabic,Full,Automatic,300000,Tabouk,0
Toyota,Avalon,2013,Saudi,Full,Automatic,169000,Aseer,75000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,125848,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,132567,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,76938,Riyadh,30000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,114482,Riyadh,30000
Nissan,Sunny,2018,Saudi,Standard,Automatic,105499,Riyadh,25000
Cadillac,Escalade,2015,Saudi,Full,Automatic,123269,Riyadh,0
Toyota,Land Cruiser,2011,Saudi,Semi Full,Automatic,309000,Riyadh,0
Toyota,Innova,2006,Saudi,Standard,Manual,498000,Riyadh,18000
Hyundai,Accent,2019,Saudi,Standard,Automatic,105444,Riyadh,33000
Hyundai,Accent,2017,Saudi,Standard,Automatic,183000,Riyadh,27000
Nissan,X-Trail,2020,Saudi,Full,Automatic,3171,Riyadh,0
Porsche,Cayenne S,2009,Saudi,Full,Automatic,382000,Riyadh,0
Toyota,Innova,2006,Saudi,Standard,Manual,498000,Riyadh,0
Ford,Expedition,2010,Saudi,Semi Full,Automatic,274000,Riyadh,0
Toyota,Hilux,2014,Saudi,Semi Full,Manual,532000,Riyadh,0
Toyota,Furniture,2019,Saudi,Full,Automatic,18448,Riyadh,130000
Honda,Odyssey,2016,Saudi,Standard,Automatic,166000,Riyadh,0
Chevrolet,Aveo,2017,Saudi,Standard,Automatic,118000,Riyadh,20000
Toyota,Yaris,2018,Saudi,Standard,Automatic,62000,Riyadh,35000
Nissan,Datsun,2009,Saudi,Standard,Automatic,440000,Riyadh,0
Chevrolet,Spark,2019,Saudi,Standard,Automatic,96342,Riyadh,25000
Lexus,ES,2019,Gulf Arabic,Full,Automatic,84000,Riyadh,0
GMC,Sierra,2013,Saudi,Standard,Automatic,322000,Riyadh,0
Toyota,Corolla,2018,Saudi,Standard,Automatic,38000,Riyadh,0
Land Rover,Range Rover,2006,Saudi,Full,Automatic,289000,Riyadh,20000
GMC,Acadia,2008,Saudi,Semi Full,Automatic,235000,Riyadh,0
Kia,Rio,2015,Saudi,Standard,Automatic,162000,Riyadh,0
Toyota,Hilux,2016,Gulf Arabic,Full,Manual,103000,Riyadh,0
Honda,Civic,2019,Saudi,Semi Full,Automatic,41000,Jeddah,67000
Changan,Seven,2022,Saudi,Standard,Automatic,460,Al-Ahsa,0
Land Rover,Range Rover,2021,Gulf Arabic,Full,Automatic,5700,Riyadh,0
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,168347,Riyadh,30000
Nissan,Sunny,2019,Saudi,Standard,Automatic,86871,Riyadh,30500
Kia,Soul,2014,Saudi,Semi Full,Automatic,157603,Riyadh,31500
Hyundai,Accent,2017,Saudi,Standard,Automatic,87995,Riyadh,31500
Toyota,Furniture,2017,Saudi,Semi Full,Automatic,37800,Jeddah,106000
Toyota,Land Cruiser,2018,Saudi,Full,Automatic,95000,Hail,0
Chevrolet,Tahoe,2007,Saudi,Standard,Automatic,440000,Abha,35000
Dodge,Durango,2009,Saudi,Semi Full,Automatic,301000,Jeddah,0
Renault,Fluence,2015,Saudi,Standard,Manual,280,Al-Baha,18000
Toyota,Rav4,2018,Saudi,Semi Full,Automatic,88000,Dammam,77000
Hyundai,Azera,2019,Saudi,Full,Automatic,64000,Riyadh,94000
Hyundai,Senta fe,2016,Saudi,Semi Full,Automatic,149000,Dammam,47000
Toyota,Hilux,2016,Saudi,Full,Manual,175000,Jeddah,77000
Hyundai,Sonata,2018,Saudi,Semi Full,Automatic,117000,Riyadh,63000
Kia,Sportage,2017,Saudi,Semi Full,Automatic,190000,Riyadh,53000
Toyota,Rav4,2016,Saudi,Full,Automatic,216000,Riyadh,60000
Honda,Accord,2014,Saudi,Full,Automatic,223000,Riyadh,48000
Toyota,Furniture,2019,Saudi,Semi Full,Automatic,40000,Riyadh,93000
Lexus,ES,2016,Gulf Arabic,Semi Full,Automatic,78000,Riyadh,115000
Toyota,Hilux,2018,Saudi,Standard,Manual,132000,Riyadh,77000
Mitsubishi,Montero,2017,Saudi,Full,Automatic,199000,Riyadh,73000
Genesis,Prestige,2016,Saudi,Semi Full,Automatic,293000,Riyadh,77000
Hyundai,Tucson,2016,Saudi,Semi Full,Automatic,190000,Riyadh,54000
Toyota,Innova,2018,Saudi,Semi Full,Automatic,340000,Riyadh,67000
Genesis,G80,2018,Saudi,Semi Full,Automatic,160000,Riyadh,100000
Kia,Sportage,2017,Saudi,Full,Automatic,125000,Riyadh,65000
Toyota,Land Cruiser Pickup,2014,Saudi,Semi Full,Manual,175000,Riyadh,72000
Hyundai,Elantra,2017,Saudi,Semi Full,Automatic,285000,Riyadh,36000
Mazda,CX9,2016,Saudi,Semi Full,Automatic,230000,Riyadh,50000
Toyota,Land Cruiser,2017,Saudi,Full,Automatic,188000,Riyadh,0
BMW,The 7,2011,Gulf Arabic,Full,Automatic,144000,Riyadh,0
Toyota,Yaris,2018,Saudi,Standard,Automatic,117313,Jeddah,32500
Nissan,Sentra,2016,Saudi,Standard,Automatic,115480,Riyadh,32500
Renault,Dokker,2019,Saudi,Standard,Manual,119588,Riyadh,34000
Toyota,Camry,2009,Saudi,Full,Automatic,317,Jeddah,22000
Genesis,Prestige,2016,Saudi,Semi Full,Automatic,203000,Riyadh,78000
Lexus,LX,2014,Saudi,Full,Automatic,220000,Riyadh,180000
Hyundai,Veloster,2019,Saudi,Full,Automatic,63000,Riyadh,62000
Kia,Cadenza,2017,Saudi,Standard,Automatic,175000,Riyadh,50000
Mazda,6,2016,Saudi,Standard,Automatic,140000,Riyadh,40000
Hyundai,Sonata,2020,Saudi,Semi Full,Automatic,12000,Riyadh,78000
Hyundai,Senta fe,2016,Saudi,Semi Full,Automatic,62000,Riyadh,55000
Hyundai,Genesis,2017,Saudi,Full,Automatic,106000,Riyadh,90000
Hyundai,Sonata,2018,Saudi,Full,Automatic,135000,Riyadh,58000
Toyota,Yaris,2017,Saudi,Standard,Automatic,167000,Riyadh,29000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,85000,Riyadh,128000
Nissan,Maxima,2016,Saudi,Full,Automatic,155000,Riyadh,65000
GMC,Yukon,2010,Saudi,Semi Full,Automatic,204000,Riyadh,44000
Hyundai,Tucson,2015,Saudi,Full,Automatic,251000,Riyadh,49000
Nissan,X-Trail,2016,Saudi,Full,Automatic,65000,Riyadh,52000
Toyota,Yaris,2017,Saudi,Standard,Automatic,125000,Riyadh,30000
Toyota,Camry,2019,Saudi,Full,Automatic,49000,Riyadh,82000
Hyundai,Azera,2018,Saudi,Semi Full,Automatic,74000,Riyadh,77000
Lexus,ES,2017,Gulf Arabic,Semi Full,Automatic,82000,Riyadh,110000
Ford,Fusion,2014,Saudi,Semi Full,Automatic,260000,Riyadh,30000
Ford,Taurus,2015,Saudi,Semi Full,Automatic,446000,Riyadh,35000
Lexus,ES,2017,Gulf Arabic,Full,Automatic,50000,Riyadh,127000
Nissan,Patrol,2010,Saudi,Full,Automatic,208000,Riyadh,72000
GMC,Yukon,2007,Saudi,Semi Full,Automatic,303000,Riyadh,36000
Toyota,Camry,2010,Gulf Arabic,Semi Full,Automatic,145,Jeddah,25000
BMW,X,2015,Saudi,Full,Automatic,98000,Riyadh,150000
Hyundai,Accent,2018,Saudi,Standard,Automatic,124975,Riyadh,33000
Nissan,Sunny,2019,Saudi,Standard,Automatic,38920,Jeddah,33500
Nissan,Sunny,2019,Saudi,Standard,Automatic,56991,Jeddah,33500
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,109746,Riyadh,34000
Chevrolet,Tahoe,2011,Saudi,Semi Full,Automatic,200000,Riyadh,42000
Honda,Accord,2012,Saudi,Semi Full,Automatic,15000,Riyadh,58000
Chevrolet,Spark,2017,Saudi,Standard,Automatic,101000,Riyadh,21000
Lexus,ES,2017,Gulf Arabic,Semi Full,Automatic,91000,Riyadh,112000
Toyota,Hilux,2016,Saudi,Semi Full,Manual,258000,Riyadh,62000
Lexus,ES,2016,Gulf Arabic,Semi Full,Automatic,72000,Riyadh,108000
Ford,Fusion,2015,Other,Semi Full,Automatic,400000,Riyadh,26000
Hyundai,Elantra,2015,Saudi,Full,Automatic,176000,Riyadh,35000
Hyundai,Elantra,2020,Saudi,Standard,Automatic,56000,Riyadh,50000
Hyundai,Accent,2017,Saudi,Standard,Automatic,112000,Riyadh,27000
Hyundai,Accent,2017,Saudi,Standard,Automatic,110000,Riyadh,27000
Kia,Rio,2016,Saudi,Standard,Automatic,157000,Riyadh,25000
Hyundai,Elantra,2016,Saudi,Standard,Automatic,119000,Riyadh,33000
Toyota,Land Cruiser,2020,Gulf Arabic,Semi Full,Automatic,20000,Riyadh,0
Toyota,Land Cruiser,2011,Saudi,Full,Automatic,360000,Qassim,0
Mercedes,C,2018,Other,Full,Automatic,70000,Jeddah,177000
Hyundai,Accent,2010,Saudi,Standard,Manual,273000,Riyadh,12000
Toyota,FJ,2020,Saudi,Semi Full,Automatic,17000,Riyadh,140000
Lexus,LX,2015,Saudi,Full,Automatic,299,Hafar Al-Batin,0
Chevrolet,Tahoe,2007,Other,Semi Full,Automatic,228400,Jazan,39000
Toyota,FJ,2017,Saudi,Full,Automatic,138000,Aseer,118000
Ford,Expedition,2018,Saudi,Standard,Automatic,55000,Jeddah,143000
Chevrolet,Tahoe,2019,Saudi,Semi Full,Automatic,33000,Riyadh,163000
Mercedes,GLC,2020,Gulf Arabic,Full,Automatic,13000,Jeddah,289000
Toyota,Corolla,2015,Other,Full,Automatic,80000,Riyadh,39000
Hyundai,Accent,2019,Saudi,Standard,Automatic,89685,Riyadh,34500
Hyundai,Accent,2018,Saudi,Standard,Automatic,102109,Riyadh,35000
Hyundai,Accent,2018,Saudi,Standard,Automatic,93315,Riyadh,35500
Renault,Symbol,2016,Saudi,Standard,Automatic,173000,Riyadh,16000
Lexus,LX,2013,Saudi,Standard,Automatic,240000,Riyadh,145000
Chevrolet,Caprice,2013,Saudi,Semi Full,Automatic,325000,Riyadh,53000
GMC,Yukon,2015,Saudi,Semi Full,Automatic,101060,Riyadh,125000
Toyota,FJ,2017,Gulf Arabic,Full,Automatic,74658,Riyadh,135000
GMC,Sierra,2017,Saudi,Full,Automatic,124418,Riyadh,120000
Chevrolet,Tahoe,2015,Saudi,Semi Full,Automatic,71000,Riyadh,125000
Chevrolet,Tahoe,2016,Saudi,Semi Full,Automatic,123496,Riyadh,130000
GMC,Yukon,2015,Saudi,Full,Automatic,166616,Riyadh,135000
GMC,Yukon,2016,Saudi,Semi Full,Automatic,129356,Riyadh,140000
GMC,Sierra,2016,Saudi,Full,Automatic,82576,Riyadh,120000
Ford,Taurus,2019,Saudi,Standard,Automatic,54494,Riyadh,85000
GMC,Yukon,2015,Saudi,Standard,Automatic,82343,Riyadh,125000
Chevrolet,Caprice,2014,Saudi,Standard,Automatic,180000,Riyadh,70000
Hyundai,H1,2016,Saudi,Semi Full,Automatic,179000,Riyadh,45000
Chevrolet,Tahoe,2014,Saudi,Semi Full,Automatic,160428,Riyadh,65000
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,330000,Riyadh,43000
Chevrolet,Tahoe,2015,Saudi,Semi Full,Automatic,192036,Riyadh,110000
GMC,Yukon,2013,Saudi,Semi Full,Automatic,77000,Riyadh,80000
Mazda,6,2018,Gulf Arabic,Semi Full,Automatic,25712,Riyadh,78000
Hyundai,H1,2015,Saudi,Semi Full,Automatic,140000,Riyadh,55000
Chevrolet,Tahoe,2016,Saudi,Full,Automatic,97955,Riyadh,145000
GMC,Yukon,2018,Saudi,Semi Full,Automatic,168000,Riyadh,150000
GMC,Yukon,2015,Saudi,Full,Automatic,168576,Riyadh,150000
Honda,Accord,2016,Saudi,Semi Full,Automatic,92034,Riyadh,67000
Hyundai,Accent,2018,Saudi,Standard,Automatic,81967,Riyadh,35500
Hyundai,Elantra,2017,Saudi,Standard,Automatic,229507,Riyadh,35500
Nissan,Altima,2014,Saudi,Semi Full,Automatic,139337,Riyadh,36500
Hyundai,Elantra,2017,Saudi,Standard,Automatic,131889,Riyadh,36500
Chevrolet,Tahoe,2008,Saudi,Semi Full,Automatic,230000,Riyadh,38000
Nissan,Datsun,2015,Saudi,Semi Full,Manual,174436,Riyadh,35000
Chevrolet,Caprice,2016,Saudi,Standard,Automatic,155000,Riyadh,77000
Chevrolet,Tahoe,2016,Saudi,Semi Full,Automatic,105286,Riyadh,136000
GMC,Yukon,2015,Saudi,Full,Automatic,133490,Riyadh,143000
Toyota,Corolla,2005,Saudi,Standard,Manual,801500,Riyadh,14000
Chevrolet,Caprice,2014,Saudi,Full,Automatic,163000,Riyadh,82000
Chevrolet,Caprice,2011,Saudi,Full,Automatic,200000,Riyadh,46000
Chevrolet,Caprice,2015,Saudi,Standard,Automatic,268041,Riyadh,75000
GMC,Yukon,2015,Saudi,Semi Full,Automatic,101060,Riyadh,125000
Chevrolet,Caprice,2012,Saudi,Standard,Automatic,260000,Riyadh,52000
Ford,Taurus,2017,Saudi,Standard,Automatic,158039,Riyadh,75000
Ford,Taurus,2019,Saudi,Standard,Automatic,62556,Riyadh,85000
Ford,Taurus,2019,Saudi,Standard,Automatic,61817,Riyadh,85000
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,209861,Riyadh,65000
GMC,Yukon,2016,Saudi,Semi Full,Automatic,55106,Riyadh,150000
Chevrolet,Tahoe,2016,Saudi,Semi Full,Automatic,107320,Riyadh,130000
Chevrolet,Caprice,2015,Saudi,Standard,Automatic,105000,Riyadh,80000
Toyota,Land Cruiser 70,2016,Gulf Arabic,Semi Full,Manual,177000,Riyadh,90000
BMW,The 7,2014,Saudi,Full,Automatic,188000,Hafar Al-Batin,0
Chevrolet,Caprice,2015,Saudi,Standard,Automatic,244000,Riyadh,70000
Toyota,Land Cruiser,2014,Saudi,Full,Automatic,175023,Riyadh,150000
Toyota,Land Cruiser Pickup,2015,Saudi,Full,Manual,203843,Riyadh,90000
Toyota,Yaris,2018,Saudi,Standard,Automatic,131099,Jeddah,36500
Hyundai,Accent,2018,Saudi,Standard,Automatic,104681,Riyadh,36500
Hyundai,Accent,2019,Saudi,Standard,Automatic,73567,Riyadh,36500
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,55769,Riyadh,90000
Toyota,Camry,2017,Saudi,Full,Automatic,61000,Riyadh,77000
Toyota,Innova,2018,Saudi,Semi Full,Automatic,14588,Riyadh,85000
Honda,Accord,2013,Saudi,Semi Full,Automatic,250920,Riyadh,55000
Chevrolet,Tahoe,2015,Saudi,Standard,Automatic,176332,Riyadh,120000
Nissan,Patrol,2019,Saudi,Full,Automatic,42527,Riyadh,170000
GMC,Yukon,2017,Saudi,Semi Full,Automatic,61339,Riyadh,155000
Nissan,Navara,2014,Saudi,Semi Full,Automatic,178754,Riyadh,45000
Chevrolet,Caprice,2016,Saudi,Semi Full,Automatic,208647,Riyadh,74000
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,55700,Riyadh,90000
Toyota,Hilux,2016,Gulf Arabic,Full,Manual,55000,Riyadh,70000
Kia,Cerato,2017,Saudi,Semi Full,Automatic,76000,Riyadh,38000
Hyundai,Sonata,2019,Saudi,Full,Automatic,48000,Riyadh,68000
GMC,Yukon,2016,Saudi,Semi Full,Automatic,48000,Riyadh,150000
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,130000,Riyadh,75000
Chevrolet,Caprice,2016,Saudi,Standard,Automatic,230000,Riyadh,75000
Renault,Capture,2016,Gulf Arabic,Semi Full,Automatic,85000,Riyadh,0
Toyota,Land Cruiser,2005,Saudi,Semi Full,Automatic,446,Riyadh,50000
Lexus,RX,2019,Gulf Arabic,Full,Automatic,56000,Jeddah,203000
Jeep,Wrangler,2010,Other,Full,Manual,188,Riyadh,47000
Chevrolet,Tahoe,2020,Saudi,Standard,Automatic,30800,Makkah,166000
Mitsubishi,Pajero,2007,Saudi,Full,Automatic,300000,Hafar Al-Batin,0
Toyota,Land Cruiser,1999,Saudi,Full,Manual,500000,Dammam,0
Nissan,Pathfinder,2008,Saudi,Full,Automatic,3150000,Riyadh,20000
Chevrolet,Tahoe,2021,Saudi,Full,Automatic,800,Dammam,310000
Toyota,Yaris,2018,Saudi,Standard,Automatic,134946,Jeddah,37500
Hyundai,Accent,2019,Saudi,Standard,Automatic,102650,Riyadh,37500
Hyundai,Accent,2019,Saudi,Standard,Automatic,30302,Riyadh,38000
Hyundai,Accent,2018,Saudi,Standard,Automatic,13081,Riyadh,38000
Toyota,Land Cruiser,2016,Saudi,Full,Automatic,86428,Aseer,0
